imdbId,year,director,writer,stars1,stars2
60196,1966,Sergio Leone,Luciano Vincenzoni,Clint Eastwood,Eli Wallach
94336,1987,Bruce Robinson,Bruce Robinson,Richard E. Grant,Paul McGann
50083,1957,Sidney Lumet,Reginald Rose,Henry Fonda,Lee J. Cobb
56172,1962,David Lean,T.E. Lawrence,Peter O'Toole,Alec Guinness
66921,1971,Stanley Kubrick,Stanley Kubrick,Malcolm McDowell,Patrick Magee
56592,1962,Robert Mulligan,Harper Lee,Gregory Peck,John Megna
78788,1979,Francis Ford Coppola,John Milius,Martin Sheen,Marlon Brando
64116,1968,Sergio Leone,Sergio Donati,Henry Fonda,Charles Bronson
86190,1983,Richard Marquand,Lawrence Kasdan,Mark Hamill,Harrison Ford
93191,1987,Wim Wenders,Wim Wenders,Bruno Ganz,Solveig Dommartin
41959,1949,Carol Reed,Graham Greene,Orson Welles,Joseph Cotten
99685,1990,Martin Scorsese,Nicholas Pileggi,Robert De Niro,Ray Liotta
78748,1979,Ridley Scott,Dan O'Bannon,Sigourney Weaver,Tom Skerritt
106308,1992,Sam Raimi,Sam Raimi,Bruce Campbell,Embeth Davidtz
95250,1988,Luc Besson,Luc Besson,Jean-Marc Barr,Jean Reno
89881,1985,Akira Kurosawa,Akira Kurosawa,Tatsuya Nakadai,Akira Terao
97202,1989,John Woo,John Woo,Yun-Fat Chow,Danny Lee
54215,1960,Alfred Hitchcock,Joseph Stefano,Anthony Perkins,Janet Leigh
80455,1980,John Landis,Dan Aykroyd,John Belushi,Dan Aykroyd
71562,1974,Francis Ford Coppola,Francis Ford Coppola,Al Pacino,Robert De Niro
93058,1987,Stanley Kubrick,Stanley Kubrick,Matthew Modine,R. Lee Ermey
104361,1989,Nick Park,Nick Park,Peter Sallis,Peter Hawkins
97499,1989,Kenneth Branagh,William Shakespeare,Kenneth Branagh,Derek Jacobi
86879,1984,Milos Forman,Peter Shaffer,F. Murray Abraham,Tom Hulce
45061,1952,John Ford,Frank S. Nugent,John Wayne,Maureen O'Hara
87843,1984,Sergio Leone,Harry Grey,Robert De Niro,James Woods
81398,1980,Martin Scorsese,Jake LaMotta,Robert De Niro,Cathy Moriarty
75686,1977,Woody Allen,Woody Allen,Woody Allen,Diane Keaton
86197,1983,Philip Kaufman,Philip Kaufman,Sam Shepard,Scott Glenn
79944,1979,Andrei Tarkovsky,Arkady Strugatsky,Alisa Freyndlikh,Aleksandr Kaydanovskiy
82096,1981,Wolfgang Petersen,Wolfgang Petersen,Jürgen Prochnow,Herbert Grönemeyer
70735,1973,George Roy Hill,David S. Ward,Paul Newman,Robert Redford
67185,1971,Hal Ashby,Colin Higgins,Ruth Gordon,Bud Cort
103130,1990,Hal Hartley,Hal Hartley,Adrienne Shelly,Martin Donovan
50976,1957,Ingmar Bergman,Ingmar Bergman,Max von Sydow,Gunnar Björnstrand
85859,1983,Bill Forsyth,Bill Forsyth,Burt Lancaster,Peter Riegert
88247,1984,James Cameron,James Cameron,Arnold Schwarzenegger,Linda Hamilton
103873,1992,Peter Jackson,Stephen Sinclair,Timothy Balme,Diana Peñalver
97441,1989,Edward Zwick,Kevin Jarre,Matthew Broderick,Denzel Washington
100519,1990,Tom Stoppard,Tom Stoppard,Gary Oldman,Tim Roth
79522,1979,Woody Allen,Woody Allen,Woody Allen,Diane Keaton
100150,1990,Joel Coen,Joel Coen,Gabriel Byrne,Albert Finney
97165,1989,Peter Weir,Tom Schulman,Robin Williams,Robert Sean Leonard
61722,1967,Mike Nichols,Calder Willingham,Dustin Hoffman,Anne Bancroft
52311,1958,Orson Welles,Orson Welles,Charlton Heston,Orson Welles
100263,1990,Luc Besson,Luc Besson,Anne Parillaud,Marc Duret
50212,1957,David Lean,Pierre Boulle,William Holden,Alec Guinness
56801,1963,Federico Fellini,Federico Fellini,Marcello Mastroianni,Anouk Aimée
71315,1974,Roman Polanski,Robert Towne,Jack Nicholson,Faye Dunaway
43456,1951,Robert Wise,Edmund H. North,Michael Rennie,Patricia Neal
40897,1948,John Huston,John Huston,Humphrey Bogart,Walter Huston
92610,1987,Peter Jackson,Peter Jackson,Terry Potter,Pete O'Herne
23969,1933,Leo McCarey,Bert Kalmar,Groucho Marx,Harpo Marx
88794,1985,Savage Steve Holland,Savage Steve Holland,John Cusack,David Ogden Stiers
81505,1980,Stanley Kubrick,Stephen King,Jack Nicholson,Shelley Duvall
92005,1986,Rob Reiner,Stephen King,Wil Wheaton,River Phoenix
22100,1931,Fritz Lang,Thea von Harbou,Peter Lorre,Ellen Widmann
92991,1987,Sam Raimi,Sam Raimi,Bruce Campbell,Sarah Berry
57115,1963,John Sturges,Paul Brickhill,Steve McQueen,James Garner
77416,1978,Michael Cimino,Michael Cimino,Robert De Niro,Christopher Walken
82269,1981,Jean-Jacques Beineix,Daniel Odier,Wilhelmenia Fernandez,Frédéric Andréi
107048,1993,Harold Ramis,Danny Rubin,Bill Murray,Andie MacDowell
105695,1992,Clint Eastwood,David Webb Peoples,Clint Eastwood,Gene Hackman
56218,1962,John Frankenheimer,Richard Condon,Frank Sinatra,Laurence Harvey
100436,1990,Allan Moyle,Allan Moyle,Christian Slater,Samantha Mathis
36613,1944,Frank Capra,Julius J. Epstein,Cary Grant,Priscilla Lane
88763,1985,Robert Zemeckis,Robert Zemeckis,Michael J. Fox,Christopher Lloyd
101921,1991,Jon Avnet,Fannie Flagg,Kathy Bates,Jessica Tandy
66206,1970,Franklin J. Schaffner,Francis Ford Coppola,George C. Scott,Karl Malden
90967,1986,Jim Jarmusch,Jim Jarmusch,Tom Waits,John Lurie
94625,1988,Katsuhiro Ôtomo,Katsuhiro Ôtomo,Mitsuo Iwata,Nozomu Sasaki
91203,1986,Russell Mulcahy,Gregory Widen,Christopher Lambert,Sean Connery
61512,1967,Stuart Rosenberg,Donn Pearce,Paul Newman,George Kennedy
99334,1990,Jean-Paul Rappeneau,Edmond Rostand,Gérard Depardieu,Anne Brochet
72431,1974,Mel Brooks,Gene Wilder,Gene Wilder,Madeline Kahn
102536,1991,Jim Jarmusch,Jim Jarmusch,Winona Ryder,Gena Rowlands
101640,1991,Yimou Zhang,Su Tong,Li Gong,Jingwu Ma
32553,1940,Charles Chaplin,Charles Chaplin,Charles Chaplin,Paulette Goddard
32455,1940,James Algar,Joe Grant,Leopold Stokowski,Deems Taylor
44706,1952,Fred Zinnemann,Carl Foreman,Gary Cooper,Grace Kelly
38355,1946,Howard Hawks,William Faulkner,Humphrey Bogart,Lauren Bacall
97493,1988,Michael Lehmann,Daniel Waters,Winona Ryder,Christian Slater
81534,1980,Jeannot Szwarc,Richard Matheson,Christopher Reeve,Jane Seymour
52618,1959,William Wyler,Lew Wallace,Charlton Heston,Jack Hawkins
88258,1984,Rob Reiner,Christopher Guest,Rob Reiner,Michael McKean
85809,1982,Godfrey Reggio,Ron Fricke,Lou Dobbs,Ted Koppel
94006,1987,Howard Deutch,John Hughes,Eric Stoltz,Mary Stuart Masterson
97576,1989,Steven Spielberg,Jeffrey Boam,Harrison Ford,Sean Connery
78841,1979,Hal Ashby,Jerzy Kosinski,Peter Sellers,Shirley MacLaine
83987,1982,Richard Attenborough,John Briley,Ben Kingsley,John Gielgud
96332,1988,Philip Kaufman,Milan Kundera,Daniel Day-Lewis,Juliette Binoche
91867,1985,James Ivory,E.M. Forster,Maggie Smith,Helena Bonham Carter
89886,1985,Martha Coolidge,Neal Israel,Val Kilmer,Gabriel Jarret
84503,1982,Alan Parker,Roger Waters,Bob Geldof,Christine Hargreaves
87553,1984,Roland Joffé,Bruce Robinson,Sam Waterston,Haing S. Ngor
89606,1985,Lasse Hallström,Reidar Jönsson,Anton Glanzelius,Tomas von Brömssen
49223,1956,Fred M. Wilcox,Cyril Hume,Walter Pidgeon,Anne Francis
97351,1989,Phil Alden Robinson,W.P. Kinsella,Kevin Costner,James Earl Jones
73341,1975,John Huston,John Huston,Sean Connery,Michael Caine
64115,1969,George Roy Hill,William Goldman,Paul Newman,Robert Redford
87884,1984,Wim Wenders,L.M. Kit Carson,Harry Dean Stanton,Nastassja Kinski
101458,1991,Wim Wenders,Peter Carey,William Hurt,Solveig Dommartin
98635,1989,Rob Reiner,Nora Ephron,Billy Crystal,Meg Ryan
116589,1996,bZptIWUsze,HwCgfoMAuU,oFOWezjmfs,RqBNTvwZCM
116293,1996,Susan Streitfeld,Louise J. Kaplan,Tilda Swinton,Amy Madigan
112537,1995,Carl Prechezer,Peter Salmi,Sean Pertwee,Catherine Zeta-Jones
103644,1992,David Fincher,Dan O'Bannon,Sigourney Weaver,Charles S. Dutton
82010,1981,John Landis,John Landis,David Naughton,Jenny Agutter
103678,1992,Tony Randel,John G. Jones,Stephen Macht,Shawn Weatherly
85159,1983,Richard Fleischer,William Wales,Tony Roberts,Tess Harper
115535,1996,Steve White,Joshua Michael Stern,Robin Thomas,Starr Andreeff
106262,1993,John Murlowski,Christopher DeFaria,Ross Partridge,Julia Nickson
83550,1982,Damiano Damiani,Tommy Lee Wallace,James Olson,Burt Young
78767,1979,Stuart Rosenberg,Sandor Stern,James Brolin,Margot Kidder
99030,1990,Tom Berry,Hans Holzer,Kim Coates,Dawna Wightman
71233,1974,Paul Morrissey,Paul Morrissey,Joe Dallesandro,Udo Kier
90655,1986,Fred Walton,Danilo Bach,Deborah Foreman,Griffin O'Neal
75704,1977,Robert Wise,Frank De Felitta,Anthony Hopkins,Marsha Mason
92632,1987,John Schlesinger,Mark Frost,Martin Sheen,Helen Shaver
56869,1963,Alfred Hitchcock,Daphne Du Maurier,Rod Taylor,Tippi Hedren
51418,1958,Irvin S. Yeaworth Jr.,Theodore Simonson,Steve McQueen,Aneta Corsaut
82083,1980,Jeffrey Bloom,Jeffrey Bloom,David Huffman,Marianna Hill
101492,1991,Eric Red,Pierre Boileau,Jeff Fahey,Lindsay Duncan
37549,1945,Robert Wise,Robert Louis Stevenson,Boris Karloff,Bela Lugosi
103874,1992,Francis Ford Coppola,Bram Stoker,Gary Oldman,Winona Ryder
26138,1935,James Whale,Mary Shelley,Boris Karloff,Elsa Lanchester
74258,1976,Dan Curtis,Robert Marasco,Karen Black,Oliver Reed
103919,1992,Bernard Rose,Clive Barker,Virginia Madsen,Xander Berkeley
101540,1991,Martin Scorsese,John D. MacDonald,Robert De Niro,Nick Nolte
55824,1962,J. Lee Thompson,John D. MacDonald,Gregory Peck,Robert Mitchum
74285,1976,Brian De Palma,Stephen King,Sissy Spacek,Piper Laurie
83722,1982,Paul Schrader,DeWitt Bodeen,Nastassja Kinski,Malcolm McDowell
87800,1984,Wes Craven,Wes Craven,Heather Langenkamp,Johnny Depp
13442,1922,F.W. Murnau,Henrik Galeen,Max Schreck,Alexander Granach
91651,1988,Augusto Caminito,Alberto Alfieri,Klaus Kinski,Christopher Plummer
75005,1976,Richard Donner,David Seltzer,Gregory Peck,Lee Remick
115710,1996,Bob Rafelson,Nick Villiers,Jack Nicholson,Michael Caine
115495,1996,Kevin Spacey,Christian Forte,Matt Dillon,Faye Dunaway
117057,1996,Barbra Streisand,André Cayatte,Barbra Streisand,Jeff Bridges
115751,1996,Lars von Trier,Lars von Trier,Emily Watson,Stellan Skarsgård
119791,1997,Ole Bornedal,Ole Bornedal,Ewan McGregor,Nick Nolte
117731,1996,Jonathan Frakes,Gene Roddenberry,Patrick Stewart,Jonathan Frakes
117631,1996,Scott Hicks,Jan Sardi,Geoffrey Rush,Armin Mueller-Stahl
117666,1996,Billy Bob Thornton,Billy Bob Thornton,Billy Bob Thornton,Dwight Yoakam
116705,1996,Brian Levant,Randy Kornfield,Arnold Schwarzenegger,Sinbad
117293,1996,cDlemhtZCx,BbYKrZvOFI,stGaWgkAqP,bhQrjeCfOn
117372,1996,Penny Marshall,Robert Nathan,Denzel Washington,Whitney Houston
117477,1996,Patrice Leconte,Rémi Waterhouse,Charles Berling,Jean Rochefort
115988,1996,Nicholas Hytner,Arthur Miller,Daniel Day-Lewis,Winona Ryder
115433,1996,Stephen Herek,Dodie Smith,Glenn Close,Jeff Daniels
99423,1990,Renny Harlin,Walter Wager,Bruce Willis,William Atherton
79945,1979,Robert Wise,Gene Roddenberry,William Shatner,Leonard Nimoy
102975,1991,Nicholas Meyer,Gene Roddenberry,William Shatner,Leonard Nimoy
98382,1989,William Shatner,Gene Roddenberry,William Shatner,Leonard Nimoy
84726,1982,Nicholas Meyer,Gene Roddenberry,William Shatner,Leonard Nimoy
88170,1984,Leonard Nimoy,Gene Roddenberry,William Shatner,Leonard Nimoy
92007,1986,Leonard Nimoy,Gene Roddenberry,William Shatner,Leonard Nimoy
103776,1992,Tim Burton,Bob Kane,Michael Keaton,Danny DeVito
96487,1988,Christopher Cain,John Fusco,Emilio Estevez,Kiefer Sutherland
100994,1990,Geoff Murphy,John Fusco,Emilio Estevez,Kiefer Sutherland
77631,1978,Randal Kleiser,Jim Jacobs,John Travolta,Olivia Newton-John
84021,1982,Patricia Birch,Ken Finkleman,Michelle Pfeiffer,Maxwell Caulfield
100114,1990,Dwight H. Little,Michael Grais,Steven Seagal,Joanna Pacula
105690,1992,Andrew Davis,J.F. Lawton,Steven Seagal,Gary Busey
73195,1975,Steven Spielberg,Peter Benchley,Roy Scheider,Robert Shaw
77766,1978,Jeannot Szwarc,Peter Benchley,Roy Scheider,Lorraine Gary
85750,1983,Joe Alves,Peter Benchley,Dennis Quaid,Bess Armstrong
117119,1996,Peter Segal,E. Jack Kaplan,Jack Lemmon,James Garner
116996,1996,Tim Burton,Len Brown,Jack Nicholson,Pierce Brosnan
115906,1996,Alexander Payne,Alexander Payne,Laura Dern,Swoosie Kurtz
116695,1996,Cameron Crowe,Cameron Crowe,Tom Cruise,Cuba Gooding Jr.
93822,1987,Joel Coen,Ethan Coen,Nicolas Cage,Holly Hunter
94155,1987,Barry Levinson,Barry Levinson,Richard Dreyfuss,Danny DeVito
105435,1992,Phil Alden Robinson,Phil Alden Robinson,Robert Redford,Dan Aykroyd
115633,1996,Anjelica Huston,Dorothy Allison,Jennifer Jason Leigh,Ron Eldard
116621,1996,Richard Attenborough,Henry S. Villard,Sandra Bullock,Chris O'Donnell
116999,1996,Jerry Zaks,Scott McPherson,Meryl Streep,Leonardo DiCaprio
116410,1996,Rob Reiner,Lewis Colick,Alec Baldwin,James Woods
115641,1996,Mike Judge,Mike Judge,Mike Judge,Bruce Willis
112769,1995,Claude Chabrol,Ruth Rendell,Isabelle Huppert,Sandrine Bonnaire
117571,1996,Wes Craven,Kevin Williamson,Neve Campbell,Courteney Cox
104691,1992,Michael Mann,James Fenimore Cooper,Daniel Day-Lewis,Madeleine Stowe
117038,1996,Nora Ephron,Peter Dexter,John Travolta,Andie MacDowell
116477,1996,Kenneth Branagh,William Shakespeare,Kenneth Branagh,Julie Christie
117690,1996,Terry George,Terry George,Helen Mirren,Fionnula Flanagan
118163,1996,Dan Ireland,Novalyne Price Ellis,Vincent D'Onofrio,Renée Zellweger
117091,1996,Albert Brooks,Albert Brooks,Albert Brooks,Debbie Reynolds
118100,1996,André Téchiné,André Téchiné,Catherine Deneuve,Daniel Auteuil
116250,1996,Alan Parker,Tim Rice,Madonna,Jonathan Pryce
117364,1996,Jane Campion,Henry James,Nicole Kidman,John Malkovich
67959,1971,Nicolas Roeg,Edward Bond,Jenny Agutter,David Gulpilil
119731,1997,Dwight H. Little,Wayne Beach,Wesley Snipes,Diane Lane
116506,1995,Ralph Ziman,Ralph Ziman,Danny Keogh,Patrick Shai
119115,1997,Fred Schepisi,John Cleese,John Cleese,Jamie Lee Curtis
120550,1997,George Miller,Tom Benedek,Steve Guttenberg,Kathleen Quinlan
120390,1997,Robert Butler,Jonathan Brett,Ray Liotta,Lauren Holly
112362,1995,Michael Rymer,Michael Rymer,John Lynch,Jacqueline McKenzie
116704,1996,Stanley Tong,Greg Mellott,Jackie Chan,Jackson Lou
120414,1996,Roger Christian,Larry Bishop,Denis Leary,Joe Mantegna
118708,1997,Dennis Dugan,Mark Feldberg,Chris Farley,Nicollette Sheridan
119664,1997,Thomas Carter,Randy Feldman,Eddie Murphy,Michael Rapaport
106535,1993,Andrew Birkin,Andrew Birkin,Charlotte Gainsbourg,Andrew Robertson
118928,1997,Roger Donaldson,Leslie Bohem,Pierce Brosnan,Linda Hamilton
119644,1997,Peter Baldwin,Harry Basil,Rodney Dangerfield,Debi Mazar
106266,1993,E. Max Frye,E. Max Frye,Nicolas Cage,Samuel L. Jackson
106387,1993,Jeremiah S. Chechik,Barry Berman,Johnny Depp,Mary Stuart Masterson
119937,1997,Steve James,Steve James,Jared Leto,R. Lee Ermey
119640,1997,Bryan Spicer,Peter Crabbe,Tom Arnold,Dean Stockwell
116790,1996,Jan Sverák,Pavel Taussig,Zdenek Sverák,Andrey Khalimon
119225,1997,Vondie Curtis-Hall,Vondie Curtis-Hall,Tupac Shakur,Tim Roth
118111,1996,Christopher Guest,Christopher Guest,Christopher Guest,Fred Willard
118691,1997,Ken Kwapis,Todd Graff,Fran Drescher,Timothy Dalton
120238,1996,Richard Linklater,Eric Bogosian,Giovanni Ribisi,Steve Zahn
119887,1997,Paul Miller,David Bar Katz,John Leguizamo,Jeffrey Jones
119141,1997,Andy Tennant,Joan Taylor,Matthew Perry,Salma Hayek
120357,1997,Paul Schrader,Elmore Leonard,Bridget Fonda,Christopher Walken
118548,1997,Clint Eastwood,David Baldacci,Clint Eastwood,Gene Hackman
120317,1997,Bob Spiers,Gordon Gordon,Christina Ricci,Doug E. Doug
120434,1997,Stephen Kessler,Elisa Bell,Chevy Chase,Beverly D'Angelo
116922,1997,David Lynch,David Lynch,Bill Pullman,Patricia Arquette
120036,1997,John Singleton,Gregory Poirier,Jon Voight,Ving Rhames
119008,1997,Mike Newell,Joseph D. Pistone,Al Pacino,Johnny Depp
118750,1997,Jeff Pollack,Takashi Bufford,Jamie Foxx,Tommy Davidson
118702,1997,Tamra Davis,Art Edler Brown,Dean Cain,Andy Dick
119432,1997,John Pasquin,Hervé Palud,Tim Allen,Martin Short
116743,1996,Mira Nair,Helena Kriel,Naveen Andrews,Sarita Choudhury
119951,1997,Betty Thomas,Howard Stern,Howard Stern,Mary McCormack
119572,1997,Theodore Witcher,Theodore Witcher,Larenz Tate,Nia Long
120053,1997,Phillip Noyce,Leslie Charteris,Val Kilmer,Elisabeth Shue
120152,1997,Bille August,Peter Høeg,Julia Ormond,Ona Fletcher
115964,1996,David Cronenberg,J.G. Ballard,James Spader,Holly Hunter
116041,1996,Greg Mottola,Greg Mottola,Hope Davis,Stanley Tucci
119528,1997,Tom Shadyac,Paul Guay,Jim Carrey,Maura Tierney
120094,1997,Gregory Nava,Gregory Nava,Jennifer Lopez,Edward James Olmos
118972,1997,Alan J. Pakula,Kevin Jarre,Harrison Ford,Brad Pitt
118829,1997,Mark Dindal,Mark Dindal,Scott Bakula,Jasmine Guy
118663,1997,Robert Townsend,Troy Byer,Halle Berry,Natalie Desselle Reid
116931,1996,Emma-Kate Croghan,Stavros Kazantzidis,Frances O'Connor,Alice Garner
120389,1997,Shuki Levy,Shuki Levy,Jason David Frank,Catherine Sutherland
118623,1997,Bernard Rose,Leo Tolstoy,Sophie Marceau,Sean Bean
119013,1997,Hark Tsui,Don Jakoby,Jean-Claude Van Damme,Dennis Rodman
119381,1997,Pat O'Connor,Sue Miller,Liv Tyler,Jennifer Connelly
118615,1997,Luis Llosa,Hans Bauer,Jon Voight,Jennifer Lopez
119229,1997,George Armitage,Tom Jankiewicz,John Cusack,Minnie Driver
116783,1996,Lynne Stopkewich,Angus Fraser,Molly Parker,Peter Outerbridge
118541,1997,Tom Schulman,Tom Schulman,Joe Pesci,Andy Comeau
119859,1997,Bruce Beresford,David Giles,Glenn Close,Frances McDormand
120032,1997,David Mirkin,Robin Schiff,Mira Sorvino,Lisa Kudrow
116295,1996,Kaige Chen,Kaige Chen,Leslie Cheung,Li Gong
120461,1997,Mick Jackson,Jerome Armstrong,Tommy Lee Jones,Anne Heche
115886,1996,Peter Duncan,Peter Duncan,Judy Davis,Sam Neill
118655,1997,Jay Roach,Mike Myers,Mike Myers,Elizabeth Hurley
118771,1997,Jonathan Mostow,Jonathan Mostow,Kurt Russell,J.T. Walsh
115760,1996,Gregor Nicholas,Gregor Nicholas,Aleksandra Vujcic,Julian Arahanga
119109,1997,Ivan Reitman,Francis Veber,Robin Williams,Billy Crystal
119116,1997,Luc Besson,Luc Besson,Bruce Willis,Milla Jovovich
119809,1997,Gregg Araki,Gregg Araki,James Duval,Rachel True
117398,1996,Jean-Pierre Dardenne,Luc Dardenne,Jérémie Renier,Olivier Gourmet
117615,1996,Masayuki Suo,Masayuki Suo,Kôji Yakusho,Tamiyo Kusakari
118556,1997,Griffin Dunne,Robert Gordon,Meg Ryan,Matthew Broderick
115744,1996,Mark Herman,Mark Herman,Pete Postlethwaite,Tara Fitzgerald
119567,1997,Steven Spielberg,Michael Crichton,Jeff Goldblum,Julianne Moore
117359,1996,Jacques Doillon,Jacques Doillon,Victoire Thivisol,Delphine Schiltz
117561,1996,hkCEBpVgPy,OJEvwWbAFT,BgQudOqyUv,fKBSxFTWpu
120118,1996,Dale Rosenbloom,Phyllis Reynolds Naylor,Blake Heron,Michael Moriarty
114303,1995,Clare Peploe,James Hadley Chase,Bridget Fonda,Russell Crowe
120373,1997,Jonathan Lynn,Sara Bernstein,Michael Richards,Jeff Daniels
118787,1997,Caroline Thompson,Gertrude Davies Lintz,Rene Russo,Robbie Coltrane
118880,1997,Simon West,Scott Rosenberg,Nicolas Cage,John Cusack
114134,1996,Peter Greenaway,Sei Shonagon,Vivian Wu,Ewan McGregor
120179,1997,Jan de Bont,Graham Yost,Sandra Bullock,Jason Patric
118688,1997,Joel Schumacher,Bob Kane,Arnold Schwarzenegger,George Clooney
120034,1997,Paul Weiland,Saul Turteltaub,Jean Reno,Mercedes Ruehl
116502,1996,Jim Wilson,Eirik Ildahl,Harvey Keitel,Cameron Diaz
119282,1997,Ron Clements,Ron Clements,Tate Donovan,Susan Egan
119738,1997,P.J. Hogan,Ronald Bass,Julia Roberts,Dermot Mulroney
115856,1996,Cédric Klapisch,Cédric Klapisch,Garance Clavel,Zinedine Soualem
57345,1963,Jean-Luc Godard,Alberto Moravia,Brigitte Bardot,Jack Palance
119094,1997,John Woo,Mike Werb,John Travolta,Nicolas Cage
119098,1997,Eric Schaeffer,Eric Schaeffer,Eric Schaeffer,Amanda De Cadenet
119654,1997,Barry Sonnenfeld,Lowell Cunningham,Tommy Lee Jones,Will Smith
119848,1997,Martha Coolidge,Robert Nelson Jacobs,Jack Lemmon,Walter Matthau
120512,1997,William Dear,David Michael Wieger,Jonathan Taylor Thomas,Devon Sawa
120133,1997,Michael Ritchie,Jeff Rothberg,Martin Short,Mara Wilson
118884,1997,Robert Zemeckis,James V. Hart,Jodie Foster,Matthew McConaughey
116930,1996,Shirley Barrett,Shirley Barrett,Miranda Otto,Rebecca Frith
119173,1997,Ridley Scott,Danielle Alexandra,Demi Moore,Viggo Mortensen
82198,1982,John Milius,Robert E. Howard,Arnold Schwarzenegger,James Earl Jones
119190,1997,Sam Weisman,Jay Ward,Brendan Fraser,Leslie Mann
118887,1997,James Mangold,James Mangold,Sylvester Stallone,Harvey Keitel
119081,1997,Paul W.S. Anderson,Philip Eisner,Laurence Fishburne,Sam Neill
120177,1997,Mark A.Z. Dippé,Todd McFarlane,Michael Jai White,John Leguizamo
118570,1997,Charles Martin Smith,Kevin DiCicco,Michael Jeter,Kevin Zegers
119896,1997,Glenn Gordon Caron,Arleen Sorkin,Jennifer Aniston,Jay Mohr
119361,1997,Neil LaBute,Neil LaBute,Aaron Eckhart,Matt Malloy
118818,1997,Mike Leigh,Mike Leigh,Katrin Cartlidge,Lynda Steadman
118883,1997,Richard Donner,Brian Helgeland,Mel Gibson,Julia Roberts
118966,1998,Barbet Schroeder,David Klass,Michael Keaton,Andy Garcia
120207,1997,Kenneth Johnson,Louise Simonson,Shaquille O'Neal,Annabeth Gish
120112,1997,Nick Cassavetes,John Cassavetes,Sean Penn,Robin Wright
119311,1997,Bill Duke,Chris Brancato,Laurence Fishburne,Tim Roth
119509,1997,Andy Cadiff,Bob Mosher,Christopher McDonald,Janine Turner
119675,1997,Guillermo del Toro,Donald A. Wollheim,Mira Sorvino,Jeremy Northam
119695,1997,Brett Ratner,Joel Cohen,Charlie Sheen,Chris Tucker
119086,1997,Marco Brambilla,Max D. Adams,Alicia Silverstone,Benicio Del Toro
119484,1997,John Nicolella,Robert E. Howard,Kevin Sorbo,Tia Carrere
118571,1997,Wolfgang Petersen,Andrew W. Marlowe,Harrison Ford,Gary Oldman
118531,1997,Kevin Reynolds,Scott Yagemann,Samuel L. Jackson,John Heard
99810,1990,John McTiernan,Tom Clancy,Sean Connery,Alec Baldwin
102494,1991,Gus Van Sant,Gus Van Sant,River Phoenix,Keanu Reeves
119465,1997,Tony Vitale,Tony Vitale,Nick Scotti,Anthony Barrile
120197,1997,Miguel Arteta,Miguel Arteta,Douglas Spain,Efrain Figueroa
119360,1997,Frank Oz,Paul Rudnick,Kevin Kline,Joan Cusack
119051,1997,Lee Tamahori,David Mamet,Anthony Hopkins,Alec Baldwin
119874,1997,Mimi Leder,Leslie Cockburn,George Clooney,Nicole Kidman
119488,1997,Curtis Hanson,James Ellroy,Kevin Spacey,Russell Crowe
120102,1997,Jean-Jacques Annaud,Heinrich Harrer,Brad Pitt,David Thewlis
119468,1997,Gary Fleder,James Patterson,Morgan Freeman,Ashley Judd
120169,1997,George Tillman Jr.,George Tillman Jr.,Vanessa Williams,Vivica A. Fox
120524,1997,Robert Kurtzman,Peter Atkins,Tammy Lauren,Andrew Divoff
120323,1997,Jocelyn Moorhouse,Jane Smiley,Michelle Pfeiffer,Jessica Lange
119174,1997,David Fincher,John Brancato,Michael Douglas,Deborah Kara Unger
119123,1997,Félix Enríquez Alcalá,Jeb Stuart,Steven Seagal,Kris Kristofferson
120399,1997,Oliver Stone,John Ridley,Sean Penn,Jennifer Lopez
119632,1997,Mark Joffe,Greg Dinner,Janeane Garofalo,David O'Hara
118647,1997,Christian Duguay,Dan Gordon,Aidan Quinn,Donald Sutherland
120402,1997,Victor Nunez,Victor Nunez,Peter Fonda,Patricia Richardson
119349,1997,Ang Lee,Rick Moody,Kevin Kline,Joan Allen
118842,1997,Kevin Smith,Kevin Smith,Ben Affleck,Joey Lauren Adams
119164,1997,Peter Cattaneo,Simon Beaufoy,Robert Carlyle,Tom Wilkinson
116631,1996,Nancy Meckler,Martin Sherman,Jason Flemyng,Antony Sher
119280,1997,John Madden,Jeremy Brock,Judi Dench,Billy Connolly
119345,1997,Jim Gillespie,Lois Duncan,Jennifer Love Hewitt,Sarah Michelle Gellar
118971,1997,Taylor Hackford,Andrew Neiderman,Keanu Reeves,Al Pacino
120029,1997,Stuart Gillard,Oren Aviv,Harland Williams,Jessica Lundy
119906,1997,Andy Wilson,Mark Haskell Smith,David Duchovny,Timothy Hutton
119324,1997,Mark Waters,Wendy MacLeod,Parker Posey,Josh Hamilton
119107,1997,MpLHNKnQzU,ctolBArXTx,XqVOdGuHFy,hFrfSxECHK
120481,1997,Agnieszka Holland,Henry James,Jennifer Jason Leigh,Albert Finney
120539,1997,pEWVwaFqtM,YFobenArdq,UBzfpZYyvG,HAOtVxLuMk
119177,1997,Andrew Niccol,Andrew Niccol,Ethan Hawke,Uma Thurman
119095,1997,Charles Sturridge,Albert Ash,Paul McGann,Florence Hoath
119891,1998,Joe Chappelle,Dean R. Koontz,Peter O'Toole,Rose McGowan
120257,1997,Beeban Kidron,Joseph Conrad,Rachel Weisz,Vincent Perez
119535,1997,Danny Boyle,John Hodge,Cameron Diaz,Ewan McGregor
119338,1997,Morgan J. Freeman,Morgan J. Freeman,Brendan Sexton III,Shawn Elliott
