imdbId,year,director,writer,stars1,stars2
114709,1995,John Lasseter,John Lasseter,Tom Hanks,Tim Allen
113497,1995,Joe Johnston,Jonathan Hensleigh,Robin Williams,Kirsten Dunst
113228,1995,Howard Deutch,Mark Steven Johnson,Walter Matthau,Jack Lemmon
114885,1995,Forest Whitaker,Terry McMillan,Whitney Houston,Angela Bassett
113041,1995,Charles Shyer,Albert Hackett,Steve Martin,Diane Keaton
113277,1995,Michael Mann,Michael Mann,Al Pacino,Robert De Niro
114319,1995,Sydney Pollack,Samuel A. Taylor,Harrison Ford,Julia Ormond
112302,1995,Peter Hewitt,Mark Twain,Jonathan Taylor Thomas,Brad Renfro
114576,1995,Peter Hyams,Karen Elise Baldwin,Jean-Claude Van Damme,Powers Boothe
113189,1995,Martin Campbell,Ian Fleming,Pierce Brosnan,Sean Bean
112346,1995,Rob Reiner,Aaron Sorkin,Michael Douglas,Annette Bening
112896,1995,Mel Brooks,Mel Brooks,Leslie Nielsen,Mel Brooks
112453,1995,Simon Wells,Cliff Ruby,Kevin Bacon,Bob Hoskins
113987,1995,Oliver Stone,Stephen J. Rivele,Anthony Hopkins,Joan Allen
112760,1995,Renny Harlin,Michael Frost Beckner,Geena Davis,Matthew Modine
112641,1995,Martin Scorsese,Nicholas Pileggi,Robert De Niro,Sharon Stone
114388,1995,Ang Lee,Jane Austen,Emma Thompson,Kate Winslet
113101,1995,Allison Anders,Allison Anders,Tim Roth,Antonio Banderas
112281,1995,Steve Oedekerk,Jack Bernstein,Jim Carrey,Ian McNeice
113845,1995,Joseph Ruben,Doug Richardson,Wesley Snipes,Woody Harrelson
113161,1995,Barry Sonnenfeld,Elmore Leonard,Gene Hackman,Rene Russo
112722,1995,Jon Amiel,Ann Biderman,Sigourney Weaver,Holly Hunter
112401,1995,Richard Donner,Lilly Wachowski,Sylvester Stallone,Antonio Banderas
114168,1995,Victor Salva,Victor Salva,Mary Steenburgen,Sean Patrick Flanery
113627,1995,Mike Figgis,John O'Brien,Nicolas Cage,Elisabeth Shue
114057,1995,Oliver Parker,Oliver Parker,Laurence Fishburne,Kenneth Branagh
114011,1995,Lesli Linka Glatter,I. Marlene King,Christina Ricci,Demi Moore
114117,1995,wMEleAqXOL,EgPZSzvNrk,hdKIWvLNpG,gRebGhvYWz
112682,1995,Marc Caro,Gilles Adrien,Ron Perlman,Daniel Emilfork
115012,1995,Yimou Zhang,Bi Feiyu,Li Gong,Baotian Li
112792,1995,John N. Smith,LouAnne Johnson,Michelle Pfeiffer,George Dzundza
114746,1995,Terry Gilliam,Chris Marker,Bruce Willis,Madeleine Stowe
112431,1995,Chris Noonan,Dick King-Smith,James Cromwell,Magda Szubanski
112818,1995,Tim Robbins,Helen Prejean,Susan Sarandon,Sean Penn
113442,1995,Andy Tennant,Deborah Dean Davis,Kirstie Alley,Steve Guttenberg
112697,1995,Amy Heckerling,Amy Heckerling,Alicia Silverstone,Stacey Dash
112749,1995,Darrell Roodt,Ronald Harwood,Richard Harris,James Earl Jones
114279,1995,Richard Loncraine,William Shakespeare,Ian McKellen,Annette Bening
112819,1995,Albert Hughes,Allen Hughes,Larenz Tate,Keith David
114272,1995,Michael Hoffman,Rose Tremain,Robert Downey Jr.,Sam Neill
113855,1995,Paul W.S. Anderson,Ed Boon,Christopher Lambert,Robin Shou
114681,1995,Gus Van Sant,Joyce Maynard,Nicole Kidman,Matt Dillon
113347,1995,Jocelyn Moorhouse,Whitney Otto,Winona Ryder,Ellen Burstyn
114369,1995,David Fincher,Andrew Kevin Walker,Morgan Freeman,Brad Pitt
114148,1995,Mike Gabriel,Carl Binder,Mel Gibson,Linda Hunt
114916,1995,Patricia Rozema,Patricia Rozema,Pascale Bussières,Rachael Crawford
114814,1995,Bryan Singer,Christopher McQuarrie,Kevin Spacey,Gabriel Byrne
113819,1995,Woody Allen,Woody Allen,Woody Allen,Mira Sorvino
110299,1994,Gianni Amelio,Gianni Amelio,Enrico Lo Verso,Michele Placido
112499,1995,Holly Goldberg Sloan,Holly Goldberg Sloan,Steve Guttenberg,Olivia d'Abo
113158,1995,Ulu Grosbard,Barbara Turner,Jennifer Jason Leigh,Mare Winningham
113321,1995,Jodie Foster,Chris Radant,Holly Hunter,Anne Bancroft
110877,1994,Michael Radford,Antonio Skármeta,Massimo Troisi,Philippe Noiret
113419,1995,Frank Oz,Lynne Reid Banks,Hal Scardino,Litefoot
116260,1996,John Schlesinger,Erika Holzer,Sally Field,Kiefer Sutherland
113862,1995,Stephen Herek,Patrick Sheane Duncan,Richard Dreyfuss,Glenne Headly
116126,1996,Paris Barclay,Shawn Wayans,Shawn Wayans,Marlon Wayans
118002,1996,Bill Bennett,Denis Leary,Sandra Bullock,Denis Leary
115683,1996,Jason Bloom,Adam Leff,Pauly Shore,Stephen Baldwin
116839,1996,Farhad Mann,Farhad Mann,Patrick Bergin,Matt Frewer
113149,1995,Josiane Balasko,Patrick Aubrée,Victoria Abril,Josiane Balasko
113118,1995,F. Gary Gray,Ice Cube,Ice Cube,Chris Tucker
116367,1996,Robert Rodriguez,Robert Kurtzman,Harvey Keitel,George Clooney
113010,1995,Andrew Sipes,Paula Gosling,William Baldwin,Cindy Crawford
113537,1995,Noah Baumbach,Noah Baumbach,Josh Hamilton,Eric Stoltz
113828,1995,Claude Lelouch,Victor Hugo,Jean-Paul Belmondo,Michel Boujenah
115644,1996,Michael Goldenberg,Michael Goldenberg,Christian Slater,Mary Stuart Masterson
115676,1996,Steve Miner,Mark Steven Johnson,Rick Moranis,Tom Arnold
114367,1995,Christian Duguay,Philip K. Dick,Peter Weller,Roy Dupuis
113973,1995,Susanne Ofteringer,Susanne Ofteringer,Nico,Tina Aumont
112744,1995,Sean Penn,Sean Penn,Jack Nicholson,David Morse
116731,1996,Brian Gibson,George Dawes Green,Demi Moore,Alec Baldwin
112445,1995,Jafar Panahi,Abbas Kiarostami,Aida Mohammadkhani,Mohsen Kafili
114660,1995,Gary Fleder,Scott Rosenberg,Andy Garcia,Christopher Walken
112379,1995,Marleen Gorris,Marleen Gorris,Willeke van Ammelrooy,Jan Decleir
114039,1995,Tim Reid,Clifton L. Taulbert,Al Freeman Jr.,Phylicia Rashad
112365,1995,Philip Haas,A.S. Byatt,Mark Rylance,Kristin Scott Thomas
118158,1996,Ridley Scott,Charles Gieg Jr.,Jeff Bridges,Caroline Goodall
116151,1996,Ken Kwapis,John Hopkins,Jason Alexander,Faye Dunaway
115697,1996,Penelope Spheeris,Fred Wolf,Chris Farley,David Spade
113972,1995,John Badham,Patrick Sheane Duncan,Johnny Depp,Christopher Walken
117002,1996,Stephen Frears,Valerie Martin,Julia Roberts,John Malkovich
114825,1995,Wes Craven,Eddie Murphy,Eddie Murphy,Angela Bassett
115639,1996,Ted Demme,Scott Rosenberg,Matt Dillon,Timothy Hutton
115759,1996,John Woo,Graham Yost,John Travolta,Christian Slater
113403,1995,Kenneth Branagh,Kenneth Branagh,Michael Maloney,Richard Briers
113247,1995,Mathieu Kassovitz,Mathieu Kassovitz,Vincent Cassel,Hubert Koundé
113283,1995,HFCJthMiVa,RfWAZcdGUm,pLrWMTVNzs,euClXHEjbD
115907,1996,Harold Becker,Ken Lipper,Al Pacino,John Cusack
115734,1996,Wes Anderson,Owen Wilson,Luke Wilson,Owen Wilson
117102,1996,Nick Castle,Chris Matheson,Ellen DeGeneres,Bill Pullman
118040,1996,John Dahl,Bill Geddie,Ray Liotta,Linda Fiorentino
116483,1996,Dennis Dugan,Tim Herlihy,Adam Sandler,Christopher McDonald
112579,1995,Clint Eastwood,Richard LaGravenese,Clint Eastwood,Meryl Streep
110251,1994,Doris Dörrie,Doris Dörrie,Maria Schrader,Pierre Sanoussi-Bliss
117110,1996,Brian Henson,Robert Louis Stevenson,Tim Curry,Billy Connolly
112646,1996,tRQMAlrhne,LHtlbTRaIh,dxeEsIvTAo,kPIbsrmoEY
112573,1995,Mel Gibson,Randall Wallace,Mel Gibson,Sophie Marceau
75314,1976,Martin Scorsese,Paul Schrader,Robert De Niro,Jodie Foster
113326,1995,Stanley Tong,Edward Tang,Jackie Chan,Anita Mui
115645,1996,Barbet Schroeder,Rosellen Brown,Meryl Streep,Liam Neeson
112373,1995,Jon Blair,Jon Blair,Kenneth Branagh,Glenn Close
115033,1995,Benjamin Ross,Jeff Rawle,Hugh O'Conor,Antony Sher
116606,1996,Eric Schaeffer,Eric Schaeffer,Sarah Jessica Parker,Eric Schaeffer
114536,1995,Andrew Davis,Andrew Davis,Andy Garcia,Alan Arkin
106473,1992,John N. Smith,Des Walsh,Henry Czerny,Johnny Morina
103859,1992,Reginald Hudlin,Eddie Murphy,Eddie Murphy,Robin Givens
109424,1994,Kar-Wai Wong,Kar-Wai Wong,Brigitte Lin,Takeshi Kaneshiro
116324,1996,David O. Russell,David O. Russell,Ben Stiller,Patricia Arquette
110647,1994,Peter MacDonald,Jeff Lieberman,Jason James Richter,Melody Kay
110217,1995,Michel Negroponte,Gabriel Morgan,Maggie Cogan,Katina Pendleton
114131,1995,Bryan Gordon,Bryan Gordon,Josh Charles,Anne Heche
113451,1995,William Friedkin,Joe Eszterhas,David Caruso,Linda Fiorentino
116130,1996,David S. Ward,Hugh Wilson,Kelsey Grammer,Lauren Holly
113756,1995,Dirk Shafer,Dirk Shafer,Vivian Paxton,Claudette Sutherland
118055,1996,Jon Avnet,Joan Didion,Robert Redford,Michelle Pfeiffer
115685,1996,Mike Nichols,Jean Poiret,Robin Williams,Nathan Lane
112585,1995,Edward Burns,Edward Burns,Jack Mulcahy,Michael McGlone
112442,1995,Michael Bay,George Gallo,Will Smith,Martin Lawrence
112342,1995,Christopher Cain,John Wilcox,Stephen Lang,Ryan Slater
112461,1995,Scott Kalvert,Jim Carroll,Leonardo DiCaprio,Lorraine Bracco
112427,1995,Mike Newell,Beryl Bainbridge,Hugh Grant,Alan Rickman
109093,1994,Hal Hartley,Hal Hartley,Isabelle Huppert,Martin Donovan
112384,1995,Ron Howard,Jim Lovell,Tom Hanks,Bill Paxton
114287,1995,Michael Caton-Jones,Alan Sharp,Liam Neeson,Jessica Lange
112288,1995,Abel Ferrara,Nicholas St. John,Lili Taylor,Christopher Walken
112462,1995,Joel Schumacher,Bob Kane,Val Kilmer,Tommy Lee Jones
61395,1967,Luis Buñuel,Joseph Kessel,Catherine Deneuve,Jean Sorel
112495,1995,John Boorman,Alex Lasker,Patricia Arquette,U Aung Ko
112541,1995,Paul Auster,Paul Auster,Harvey Keitel,Lou Reed
109370,1995,Michael Moore,Michael Moore,John Candy,Alan Alda
112642,1995,Brad Silberling,Joseph Oriolo,Bill Pullman,Christina Ricci
112688,1995,Spike Lee,Richard Price,Harvey Keitel,John Turturro
112715,1995,Frank Marshall,Michael Crichton,Laura Linney,Tim Curry
112740,1995,Tony Scott,Michael Schiffer,Gene Hackman,Denzel Washington
109508,1994,TscuVQYwAz,dyhLTQjNHV,SPzxOMLBHG,WQEUdZzmrR
112851,1995,Robert Rodriguez,Robert Rodriguez,Antonio Banderas,Salma Hayek
112857,1995,Carl Franklin,Walter Mosley,Denzel Washington,Tom Sizemore
112864,1995,John McTiernan,Jonathan Hensleigh,Bruce Willis,Jeremy Irons
112887,1995,Gregg Araki,Gregg Araki,James Duval,Rose McGowan
113071,1995,Jerry Zucker,Lorne Cameron,Sean Connery,Richard Gere
113114,1995,Dwight H. Little,Keith Walker,Jason James Richter,Michael Madsen
113243,1995,Iain Softley,Rafael Moreu,Jonny Lee Miller,Angelina Jolie
113464,1995,Christopher Ashley,Paul Rudnick,Steven Weber,Michael T. Weiss
113481,1995,Robert Longo,William Gibson,Keanu Reeves,Dolph Lundgren
113492,1995,Danny Cannon,John Wagner,Sylvester Stallone,Armand Assante
113500,1995,John Fortenberry,Barbara Williams,Pauly Shore,Tia Carrere
113540,1995,Larry Clark,Harmony Korine,Leo Fitzpatrick,Justin Pierce
113677,1995,Tom DiCillo,Tom DiCillo,Steve Buscemi,Catherine Keener
113690,1995,Clive Barker,Clive Barker,Scott Bakula,Kevin J. O'Connor
107447,1993,Denys Arcand,Brad Fraser,Thomas Gibson,Ruth Marshall
113729,1995,Antonia Bird,Paula Milne,Chris O'Donnell,Drew Barrymore
113749,1995,Kevin Smith,Kevin Smith,Shannen Doherty,Jeremy London
113820,1995,Bryan Spicer,John Kamps,Karan Ashley,Johnny Yong Bosch
110604,1995,Anthony Waller,Anthony Waller,Marina Zudina,Fay Ripley
110620,1994,Michael Almereyda,Michael Almereyda,Elina Löwensohn,Peter Fonda
113957,1995,Irwin Winkler,John Brancato,Sandra Bullock,Jeremy Northam
113986,1995,Chris Columbus,Patrick Braoudé,Hugh Grant,Julianne Moore
114095,1995,Daisy von Scherler Mayer,Harry Birckmayer,Parker Posey,Omar Townsend
114194,1995,Gregory Widen,Gregory Widen,Christopher Walken,Elias Koteas
114241,1995,Norman René,Craig Lucas,Mia Farrow,Tony Goldwyn
114323,1995,Todd Haynes,Todd Haynes,Julianne Moore,Xander Berkeley
114345,1995,Roland Joffé,Nathaniel Hawthorne,Demi Moore,Gary Oldman
114436,1995,Paul Verhoeven,Joe Eszterhas,Elizabeth Berkley,Kyle MacLachlan
114478,1995,Wayne Wang,Paul Auster,Harvey Keitel,William Hurt
114496,1995,Lasse Hallström,Callie Khouri,Julia Roberts,Dennis Quaid
114508,1995,Roger Donaldson,Dennis Feldman,Natasha Henstridge,Michael Madsen
114558,1995,Kathryn Bigelow,James Cameron,Ralph Fiennes,Angela Bassett
58450,1964,Jacques Demy,Jacques Demy,Catherine Deneuve,Nino Castelnuovo
114663,1995,Martha Coolidge,Clifford Green,Patrick Swayze,Mary Elizabeth Mastrantonio
114702,1995,Agnieszka Holland,Christopher Hampton,Leonardo DiCaprio,David Thewlis
114682,1995,Beeban Kidron,Douglas Carter Beane,Wesley Snipes,Patrick Swayze
114781,1995,Geoff Murphy,Richard Hatem,Steven Seagal,Eric Bogosian
114798,1995,Diane Keaton,Franz Lidz,Andie MacDowell,John Turturro
114805,1995,IpDALRNqdt,FGksVPmtCv,INEpZsJikO,ZXrmhQiqPM
114887,1995,Alfonso Arau,Robert Mark Kamen,Keanu Reeves,Aitana Sánchez-Gijón
114898,1995,Kevin Reynolds,Peter Rader,Kevin Costner,Jeanne Tripplehorn
114928,1995,Desmond Nakano,Desmond Nakano,John Travolta,Harry Belafonte
114938,1995,Walter Hill,Peter Dexter,Jeff Bridges,Ellen Barkin
109340,1994,Mike Figgis,Terence Rattigan,Albert Finney,Greta Scacchi
112602,1995,Greg Beeman,John Jordan,Daniel Stern,Jon Polito
111579,1994,Nikita Mikhalkov,Rustam Ibragimbekov,Nikita Mikhalkov,Ingeborga Dapkunaite
110882,1994,Milcho Manchevski,Milcho Manchevski,Katrin Cartlidge,Rade Serbedzija
112471,1995,Richard Linklater,Richard Linklater,Ethan Hawke,Julie Delpy
112508,1995,Tamra Davis,Tim Herlihy,Adam Sandler,Darren McGavin
112438,1995,Guy Ferland,Robert Coover,Alicia Silverstone,Jeremy London
112571,1995,Herbert Ross,Don Roos,Whoopi Goldberg,Mary-Louise Parker
112757,1995,Peter Horton,Robert Kuhn,Joseph Mazzello,Brad Renfro
112643,1995,Stuart Gordon,Stuart Gordon,Jeffrey Combs,Barbara Crampton
112679,1995,Pat O'Connor,Andrew Davies,Chris O'Donnell,Minnie Driver
109445,1994,Kevin Smith,Kevin Smith,Brian O'Halloran,Jeff Anderson
112883,1994,Jeremy Leven,Lord Byron,Johnny Depp,Marlon Brando
109635,1994,Barry Levinson,Michael Crichton,Michael Douglas,Demi Moore
109676,1994,John Badham,Tony Griffin,Wesley Snipes,Gary Busey
112854,1995,Jack Baran,Robert Ramsey,Dylan McDermott,Nancy Travis
109579,1994,Roman Polanski,Ariel Dorfman,Sigourney Weaver,Ben Kingsley
109642,1995,Taylor Hackford,Stephen King,Kathy Bates,Jennifer Jason Leigh
109686,1994,Peter Farrelly,Peter Farrelly,Jim Carrey,Jeff Daniels
111797,1994,Ang Lee,Ang Lee,Sihung Lung,Kuei-Mei Yang
109759,1994,Atom Egoyan,Atom Egoyan,Bruce Greenwood,Elias Koteas
109758,1994,Garry Marshall,Anne Rice,Dana Delany,Dan Aykroyd
109707,1994,Tim Burton,Rudolph Grey,Johnny Depp,Martin Landau
113117,1995,Lawrence Kasdan,Adam Brooks,Meg Ryan,Kevin Kline
113097,1995,Billy Crystal,Billy Crystal,Billy Crystal,Debra Winger
113028,1995,Phillip Borsos,Phillip Borsos,Jesse Bradford,Mimi Rogers
113198,1995,Kevin Lima,Jymn Magon,Bill Farmer,Jason Marsden
113303,1995,Brett Leonard,Dean R. Koontz,Jeff Goldblum,Christine Lahti
113089,1995,Carlo Carlei,James Herbert,Matthew Modine,Nancy Travis
109771,1994,Gérard Corbiau,Andrée Corbiau,Stefano Dionisi,Enrico Lo Verso
113199,1995,Mark Lewis,Jay Sommers,Kristy Young,Doug Stone
110057,1994,Steve James,Steve James,William Gates,Arthur Agee
110005,1994,Peter Jackson,Fran Walsh,Melanie Lynskey,Kate Winslet
110066,1995,Randall Miller,Michael J. Di Gaetano,Sinbad,Phil Hartman
110116,1994,Bernard Rose,Bernard Rose,Gary Oldman,Jeroen Krabbé
110006,1995,Steven Brill,Judd Apatow,Tom McGowan,Aaron Schwartz
113360,1995,J.F. Lawton,J.F. Lawton,Christopher Lambert,John Lone
110099,1994,Fred Schepisi,Andy Breckman,Tim Robbins,Meg Ryan
110148,1994,Neil Jordan,Anne Rice,Brad Pitt,Tom Cruise
113463,1995,James Ivory,Ruth Prawer Jhabvala,Nick Nolte,Greta Scacchi
110189,1995,James Melkonian,James Melkonian,John G. Brennan,Kamal Ahmed
110216,1994,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito
113501,1995,Arne Glimcher,John Katzenbach,Sean Connery,Laurence Fishburne
113538,1995,Michael Gottlieb,Michael Part,Thomas Ian Nicholas,Joss Ackland
113552,1995,Barbet Schroeder,Eleazar Lipsky,David Caruso,Samuel L. Jackson
76759,1977,George Lucas,George Lucas,Mark Hamill,Harrison Ford
110367,1994,Gillian Armstrong,Louisa May Alcott,Susan Sarandon,Winona Ryder
113670,1995,Alfonso Cuarón,Frances Hodgson Burnett,Liesel Matthews,Eleanor Bron
110296,1994,Ken Loach,Rona Munro,Crissy Rock,Vladimir Vega
103994,1992,Alfonso Arau,Laura Esquivel,Marco Leonardi,Lumi Cavazos
110322,1994,Edward Zwick,Susan Shilliday,Brad Pitt,Anthony Hopkins
110443,1995,Nick Castle,Joe Connelly,Damon Wayans,Michael Ironside
107566,1993,Allison Anders,Allison Anders,Angel Aviles,Seidy Lopez
110391,1994,Glenn Gordon Caron,Mildred Cram,Warren Beatty,Annette Bening
113691,1995,Stephen Gyllenhaal,Seth Margolis,Jessica Lange,Halle Berry
110428,1994,Nicholas Hytner,Alan Bennett,Nigel Hawthorne,Helen Mirren
109836,1994,Kenneth Branagh,Mary Shelley,Robert De Niro,Kenneth Branagh
113755,1995,James Orr,David E. Peckinpah,Chevy Chase,Farrah Fawcett
110538,1994,Nora Ephron,Nora Ephron,Steve Martin,Madeline Kahn
110516,1994,Richard Benjamin,John Mattson,Melanie Griffith,Ed Harris
110527,1994,Les Mayfield,Valentine Davies,Richard Attenborough,Elizabeth Perkins
113808,1995,David Frankel,David Frankel,Sarah Jessica Parker,Mia Farrow
113896,1995,Gregory Nava,Gregory Nava,Jimmy Smits,Esai Morales
113870,1995,Marc Rocco,Dan Gordon,Christian Slater,Kevin Bacon
110684,1994,Robert Benton,Richard Russo,Paul Newman,Bruce Willis
110638,1994,Michael Apted,Mark Handley,Jodie Foster,Liam Neeson
113967,1995,Nick Gomez,Nick Gomez,Shar-Ron Corley,Gabriel Casseus
117169,1993,Tôru Murakawa,Hiroshi Kashiwabara,Tôru Nakamura,Chad McQueen
106402,1994,Vadim Jean,John Brosnan,Craig Fairbrass,Elizabeth Hurley
110671,1994,Alan Jacobs,Alan Jacobs,Laura San Giacomo,Paul Rhys
110632,1994,Oliver Stone,Quentin Tarantino,Woody Harrelson,Juliette Lewis
110737,1994,Norman Jewison,Diane Drake,Marisa Tomei,Robert Downey Jr.
110729,1994,Lee Tamahori,Riwia Brown,Rena Owen,Temuera Morrison
114151,1996,Anne Goursaud,Chloe King,Alyssa Milano,Johnathon Schaech
114069,1995,Wolfgang Petersen,Laurence Dworet,Dustin Hoffman,Rene Russo
110413,1994,Luc Besson,Luc Besson,Jean Reno,Gary Oldman
114113,1995,Mira Nair,Christine Bell,Marisa Tomei,Anjelica Huston
114210,1995,Joshua Brand,Morgan Ward,William Baldwin,John Leguizamo
110912,1994,Quentin Tarantino,Quentin Tarantino,John Travolta,Uma Thurman
105652,1991,Ang Lee,Ang Lee,Sihung Lung,Lai Wang
110889,1994,Antonia Bird,Jimmy McGovern,Linus Roache,Tom Wilkinson
110932,1994,Robert Redford,Paul Attanasio,Ralph Fiennes,John Turturro
114129,1994,Kayo Hatta,Kayo Hatta,Yûki Kudô,Akira Takayama
110963,1994,Patrice Chéreau,Alexandre Dumas,Isabelle Adjani,Daniel Auteuil
114214,1995,Sam Raimi,Simon Moore,Sharon Stone,Gene Hackman
114296,1995,Peter Yates,Max Apple,Peter Falk,D.B. Sweeney
110907,1994,Robert Altman,Robert Altman,Sophia Loren,Julia Roberts
111495,1994,Krzysztof Kieslowski,Krzysztof Kieslowski,Irène Jacob,Jean-Louis Trintignant
108394,1993,Krzysztof Kieslowski,Krzysztof Kieslowski,Juliette Binoche,Zbigniew Zamachowski
111507,1994,Krzysztof Kieslowski,Krzysztof Kieslowski,Zbigniew Zamachowski,Julie Delpy
114268,1995,Fred Gerber,Paul Bernbaum,Leslie Nielsen,Christopher Lloyd
110965,1994,George Mihalka,Kurt Wimmer,Darlanne Fluegel,Martin Neufeld
114571,1995,Harold Ramis,Al Franken,Al Franken,Laura San Giacomo
111333,1994,Richard Rich,Richard Rich,Jack Palance,Howard McGillin
111112,1994,John Sayles,Rosalie K. Fry,Jeni Courtney,Eileen Colgan
111255,1994,Luis Llosa,John Shirley,Sylvester Stallone,Sharon Stone
111282,1994,Roland Emmerich,Dean Devlin,Kurt Russell,James Spader
111070,1994,John Pasquin,Leo Benvenuti,Tim Allen,Judge Reinhold
111161,1994,Frank Darabont,Stephen King,Tim Robbins,Morgan Freeman
111149,1994,Danny Boyle,John Hodge,Kerry Fox,Christopher Eccleston
108260,1993,Scott McGehee,Scott McGehee,Dennis Haysbert,Mel Harris
106966,1993,Tomás Gutiérrez Alea,Tomás Gutiérrez Alea,Jorge Perugorría,Vladimir Cruz
114594,1994,George Huang,George Huang,Kevin Spacey,Frank Whaley
111309,1994,Geoff Burton,David Stevens,Jack Thompson,Russell Crowe
113936,1995,Kelly Makin,Roger Kumble,Matt Frewer,Valerie Mahaffey
110081,1994,Yimou Zhang,Wei Lu,You Ge,Li Gong
114614,1995,Rachel Talalay,Alan Martin,Lori Petty,Ice-T
114608,1995,Ernest R. Dickerson,Ethan Reiff,Billy Zane,William Sadler
111280,1994,David Carson,Gene Roddenberry,Patrick Stewart,William Shatner
114609,1995,Rusty Cundieff,Rusty Cundieff,Clarence Williams III,Corbin Bernsen
111454,1994,Brian Gilbert,Michael Hastings,Willem Dafoe,Miranda Richardson
114852,1995,John Carpenter,John Wyndham,Christopher Reeve,Kirstie Alley
114694,1995,Peter Segal,Bonnie Turner,Chris Farley,David Spade
111590,1994,Louis Malle,Anton Chekhov,Wallace Shawn,Phoebe Brand
114788,1995,Steven Soderbergh,Don Tracy,Peter Gallagher,Elisabeth Shue
114888,1995,Preston A. Whitmore II,Preston A. Whitmore II,Allen Payne,Eddie Griffin
108550,1993,Lasse Hallström,Peter Hedges,Johnny Depp,Leonardo DiCaprio
114857,1995,Brett Leonard,Eric Bernt,Denzel Washington,Russell Crowe
114924,1995,Jon Turteltaub,Daniel G. Sullivan,Sandra Bullock,Bill Pullman
111667,1994,Jon Avnet,Kathy McWorter,Elijah Wood,Kevin Costner
109655,1994,Mina Shum,Mina Shum,Sandra Oh,Stephen Chang
110598,1994,P.J. Hogan,P.J. Hogan,Toni Collette,Rachel Griffiths
112435,1995,Melanie Mayron,Ann M. Martin,Schuyler Fisk,Bre Blair
109040,1994,Tom Shadyac,Jack Bernstein,Jim Carrey,Courteney Cox
109045,1994,Stephan Elliott,Stephan Elliott,Hugo Weaving,Guy Pearce
106339,1994,Iain Softley,Iain Softley,Stephen Dorff,Sheryl Lee
104779,1992,Roman Polanski,Pascal Bruckner,Hugh Grant,Kristin Scott Thomas
109348,1994,Woody Allen,Woody Allen,John Cusack,Dianne Wiest
109444,1994,Phillip Noyce,Tom Clancy,Harrison Ford,Willem Dafoe
109446,1994,Joel Schumacher,John Grisham,Susan Sarandon,Tommy Lee Jones
109484,1994,Jessie Nelson,Jessie Nelson,Ray Liotta,Whoopi Goldberg
109504,1994,Spike Lee,Joie Lee,Alfre Woodard,Delroy Lindo
109506,1994,Alex Proyas,James O'Barr,Brandon Lee,Michael Wincott
109450,1994,Ron Shelton,Al Stump,Tommy Lee Jones,Robert Wuhl
109813,1994,Brian Levant,Tom S. Parker,John Goodman,Rick Moranis
109830,1994,Robert Zemeckis,Winston Groom,Tom Hanks,Robin Wright
109831,1994,Mike Newell,Richard Curtis,Hugh Grant,Andie MacDowell
113305,1995,John Singleton,John Singleton,Omar Epps,Kristy Swanson
110091,1994,Darnell Martin,Darnell Martin,Luna Lauren Velez,Jon Seda
110093,1994,Charles Shyer,Nancy Meyers,Nick Nolte,Julia Roberts
110167,1994,Andrew Bergman,Jane Anderson,Nicolas Cage,Bridget Fonda
110213,1994,Stephen Sommers,Rudyard Kipling,Jason Scott Lee,Cary Elwes
107472,1993,Ray Muller,Ray Müller,Leni Riefenstahl,Marlene Dietrich
110357,1994,Roger Allers,Irene Mecchi,Matthew Broderick,Jeremy Irons
107426,1993,Bernardo Bertolucci,Bernardo Bertolucci,Keanu Reeves,Bridget Fonda
111686,1994,Wes Craven,Wes Craven,Heather Langenkamp,Robert Englund
110475,1994,Chuck Russell,Michael Fallon,Jim Carrey,Cameron Diaz
110478,1994,Richard Donner,Roy Huggins,Mel Gibson,Jodie Foster
110588,1994,Alan Rudolph,Alan Rudolph,Jennifer Jason Leigh,Campbell Scott
110622,1994,Peter Segal,Pat Proft,Leslie Nielsen,Priscilla Presley
110771,1994,Ron Howard,David Koepp,Michael Keaton,Glenn Close
110950,1994,Ben Stiller,Helen Childress,Winona Ryder,Ethan Hawke
105226,1993,John Dahl,John Dahl,Nicolas Cage,Dennis Hopper
110989,1994,Donald Petrie,Neil Tolkin,Macaulay Culkin,Edward Herrmann
110997,1994,Curtis Hanson,Denis O'Neill,Meryl Streep,Kevin Bacon
111257,1994,Jan de Bont,Graham Yost,Keanu Reeves,Dennis Hopper
111256,1994,Ron Underwood,Robert King,Michael Keaton,Geena Davis
111438,1994,Peter Hyams,Mark Verheiden,Jean-Claude Van Damme,Mia Sara
111503,1994,James Cameron,Claude Zidi,Arnold Schwarzenegger,Jamie Lee Curtis
111693,1994,Luis Mandoki,Ronald Bass,Meg Ryan,Andy Garcia
111742,1994,Mike Nichols,Jim Harrison,Jack Nicholson,Michelle Pfeiffer
111756,1994,Lawrence Kasdan,Dan Gordon,Kevin Costner,Dennis Quaid
112443,1995,Damian Harris,Ross Thomas,Ellen Barkin,Laurence Fishburne
110455,1994,Suri Krishnamma,Barry Devlin,Albert Finney,Brenda Fricker
111048,1994,Jefery Levy,Andrew Wellman,Stephen Dorff,Reese Witherspoon
110399,1994,Keenen Ivory Wayans,Keenen Ivory Wayans,Keenen Ivory Wayans,Charles S. Dutton
112570,1995,DftANWxTaC,alDiAfdcNJ,HbpsFLqaOz,xMPtEbyQYq
